Organization,Address,Reviewer,Review Title,Review,Location,Rating Date,Rating
Taal Vista Hotel,Tagaytay Luzon 4120,Maryknoll_v,Relaxing weekend getaway,Dear cry70  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,January 17  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,MJ H,Excellent stay  great amenities  delicious breakfast buffet  amazing views,We love Taal Vista because of the location and because We always come here even before it became a hotel... yep  brings back memories.  But this month  we are staying for 3days. Thank you for fixing our room for our baby. 1st breakfast -...More,2,January 12  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,DaveRomano,Great Job,I have recently facilitated a team building workshop for Crimson Filinvest City Manila and I am impressed with the kind of attention that was given to us. The quality of your service especially your Banquets team contributed to the success of the event. The room...More,2,January 9  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Raymond C,Nice hotel but front desk sucks,Dear Mr. Dave  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward...More,2,January 8  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Anj F,No toilet seat?!,Hotel is very accessible with a nice view of taal volcano. It is also very close to skyranch so if u plan to go there and dont wanna wait for a parking slot (believe me  parking there during a weekend is as rare as a...More,2,January 8  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,WanderWendy,Great location  lovely view,Dear Mr. Raymond Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us  as we strive to constantly improve the quality of our services. I would like to personally apologize for the series of...More,2,January 8  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Celest T,Most Excruciating Check-in,Thank you very much for accommodating our reservations this weekend. We are very delighted with the surprise cake greeting for our anniversary as we checked in to our room. Thank you Also for the baby cot that was set up in our room.Do you really...More,2,January 7  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Dr. Nizam M,Hotel,A great hotel with fantastic views of Lake Taal. Friendly staff will to help with all your needs. Great food and wonderful evening coffee. Gardens well kept and the ambience is great. Good parking facilities.More,2,January 6  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,ygyarcilla,I was expecting more...,Dear Dr. Nizam M  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look...More,2,January 6  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jane D,Not so good room but Excellent food,I booked Taal Vista for an overnight stay on December 10th-11th because I was attending a friend's wedding in a nearby place. Since I had my 1-year old toddler and his nanny with me  I decided to stay at Taal Vista for the comfort and...More,2,January 5  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,samdo,Relaxing as always....,Dear ygyarcilla  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us  as we strive to constantly improve the quality of our services. I would like to personally apologize for the series of unfortunate...More,2,January 3  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,VerymuchPampered,Horrible Christmas banquet - a real rip-off!,My family stayed here to celebrate the holiday. Our first impression was not good. We had to wait for 2 hours for the room to be ready. The room was okay. It was not the one I expected but it was big enough for the...More,2,January 2  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,235joelt,Homey,Visited with the family last summer. Hotel was very homey with beautiful views. Staff always smiling and very accommodating  food was great  there is a decent pool for the kids  and there are lots of nearby places to go around.More,2,January 1  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,JT_Rizal,Nowhere near 5-star standard,Dear 235joelt  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,January 1  2017,50
Taal Vista Hotel,Tagaytay Luzon 4120,Fox M,Always loved the view but....,Im sorry to say that my stay in Taal Vista was a considerable disappointment. Based on Philippines prices  the hotel is priced at a high-end luxury level  and hence I was expecting a modern luxury experience. There is no doubt that the views are stunning ...More,2,December 31  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Christine J,Splendid view  overpriced hotel room and service,Dear JT_Rizal  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us  as we strive to constantly improve the quality of our services. I would like to personally apologize for the series of unfortunate...More,2,December 30  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,pcs10557,Overpriced & over rated hotel begging to be refurbished.,Our family always love going to tagaytay and this time we again tried Taal Vista Hotel after several years. We just love the scenic view of the lake and Taal Volcano and the sprawling grounds. What was quite off for us this time though was...More,2,December 29  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Kenneth Algem C,Highly Recommended!,Stayed for 3days and 2nights at Lake Wing Deluxe room. The room is spacious and not too pricey considering its one of the high-end hotels in tagaytay. Compare to Taal Lake Hotel  i would recommend you to choose this. The price is almost the same...More,2,December 27  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,olivaannalorraine,Overpriced and overrated. Service is so slow,Dear Mr. Kenneth  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent services and facilities is very much appreciated. Once again  thank you and we look forward...More,2,December 27  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,P1W162,Overrated and overpriced hotel well past it's glory days,We stayed here last dec 24-25. The staff is courteous enough but that does not make up for the very slow service. We checked in early. We booked 3 rooms but they only gave us one room because the two orher rooms are still being...More,2,December 26  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,lhing2,Great view but services  food and rooms need improvement,Dear olivaannalorraine  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us  as we strive to constantly improve the quality of our services. I would like to personally apologize for the series of unfortunate...More,2,December 25  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Maricel V,,As I write this review I have been waiting 30 plus minutes to settle my bill even though it is early in the morning. This is reflective of the guest experience staying at this hotel. If one was to rate this hotel based on the.how...More,2,December 23  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,AbheyPapa,Great ambience  very uncomfortable bed,The grounds of the hotel overlooking the Taal is quite spacious. The staff are well trained in customer service. The buffet breakfast is sufficient  delicious and enough reason for you to book the hotel. The rooms however are not. The rooms are quite dated unfortunately...More,2,December 21  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,RobandMaryJean,Spectacular wedding breakfast location,Dear AbheyPapa  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our breakfast buffet and staff is very much appreciated. We have taken note of your comment regarding our...More,2,December 20  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mary H,The best view,We attended a wedding feast here and it was excellent - starting with snacks on the Terrace and a spectacular view of Lake Taal and it's volcano. Half the rooms have the same beautiful view! The food was very good  with special gluten free dishes...More,2,December 18  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Patrick W,Very nice hotel,Dear RobandMaryJean  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our wedding event is very much appreciated. Once again  thank you and we look forward to welcoming you...More,2,December 14  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Gerlynne D,Great view of the Taal Lake,This hotel is in a good location as it has the good view of the taal lake and volcano  it looks very nice and we had a very good stay in this place. The staff were friendly and veranda was a good place to eat....More,2,December 13  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,doctorfoxtrot,My 2 Bedroom Suite,Got to book a discounted rate at SM Megamall . It is a 2 bedroom suite or what they call " Batangas Suite ". Inclusive of a buffet breakfast for 4 adults  it is a combination of a one bedroom premiere suite and a superior...More,2,December 13  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,Roznat2013,Nice accommodation not luxury.,Dear doctorfoxtrot  Thank you very much for your detailed review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and we are glad to hear that you have enjoyed your stay here. Once again  thank you and we look forward...More,2,December 12  2016,50
Taal Vista Hotel,Tagaytay Luzon 4120,jsd112506,The Kind of Vacation Place You'd like to come.,If your looking for luxury accommodation it's better to stay in Manila and just come to Tagaytay for the day. If your looking for a good local style hotel  beautiful views  reasonably priced accommodation for a few days then this place is great. It's located...More,2,December 10  2016,50
